"origin","destination","distance","time"
"52.5108584623839, 13.3670368026328","52.5087884, 13.378434",1750,740
"52.5108584623839, 13.3670368026328","52.5019061, 13.3308361",3762,1474
"52.5108584623839, 13.3670368026328","52.5088651, 13.2707514",7550,2133
"52.5108584623839, 13.3670368026328","52.5264743, 13.39691",3710,1540
"52.5108584623839, 13.3670368026328","52.5106807, 13.419484",7073,2439
"52.5108584623839, 13.3670368026328","52.4602228, 13.5056519",13062,3531
"52.5108584623839, 13.3670368026328","52.474199, 13.141735",26976,4774
"52.5108584623839, 13.3670368026328","52.5021802, 13.364582",1758,911
"52.5108584623839, 13.3670368026328","52.5205791, 13.4089041",5623,1718
"52.5108584623839, 13.3670368026328","52.4986678, 13.3566505",2752,1299
"52.5108584623839, 13.3670368026328","52.520848, 13.4084747",5626,1720
"52.5108584623839, 13.3670368026328","52.49694, 13.4540533",14561,2772
"52.5108584623839, 13.3670368026328","52.4840199, 13.4053429",5493,2352
"52.5108584623839, 13.3670368026328","52.5049039, 13.4431471",8824,2571
"52.5108584623839, 13.3670368026328","52.524042, 13.402083",5756,2029
"52.5108584623839, 13.3670368026328","52.5071871, 13.390676",2793,1229
"52.5108584623839, 13.3670368026328","52.4583565, 13.2889441",16274,2753
"52.5108584623839, 13.3670368026328","52.5112074, 13.4169157",4012,1724
"52.5108584623839, 13.3670368026328","52.440493, 13.3911183",10324,2892
"52.5070101703049, 13.3444867009474","52.5075075, 13.3903737",3866,1168
"52.5070101703049, 13.3444867009474","52.5542753, 13.3785425",8271,2067
"52.5070101703049, 13.3444867009474","52.5063, 13.3840159",3350,1195
"52.5070101703049, 13.3444867009474","52.5206458, 13.2932877",4956,1963
"52.5070101703049, 13.3444867009474","52.5239216, 13.3888786",6934,1832
"52.5070101703049, 13.3444867009474","52.5168416, 13.3816742",4376,1218
"52.5070101703049, 13.3444867009474","52.5040556, 13.3379413",985,378
"52.5070101703049, 13.3444867009474","52.5090125, 13.3792937",2887,1223
"52.5070101703049, 13.3444867009474","52.4983661, 13.3605076",2762,1209
"52.5070101703049, 13.3444867009474","52.5478117, 13.3892456",9512,2283
"52.5070101703049, 13.3444867009474","52.5046782, 13.4490212",11756,2281
"52.5070101703049, 13.3444867009474","52.5136642, 13.4727613",11136,2819
"52.5070101703049, 13.3444867009474","52.5016098, 13.381181",2922,1095
"52.5070101703049, 13.3444867009474","52.5214137, 13.4034811",6119,1694
"52.5070101703049, 13.3444867009474","52.5176913, 13.4419715",9058,2609
"52.5070101703049, 13.3444867009474","52.517699, 13.3970326",5186,1496
"52.5070101703049, 13.3444867009474","52.5303108, 13.3186121",5215,1795
"52.5070101703049, 13.3444867009474","52.5146378, 13.3905283",5021,1442
"52.5070101703049, 13.3444867009474","52.5145186, 13.487322",12312,3250
"52.5070101703049, 13.3444867009474","52.5170316, 13.4012274",5703,1503
"52.5070101703049, 13.3444867009474","52.5207714, 13.3889021",6601,1569
"52.5070101703049, 13.3444867009474","52.5027268, 13.4453492",10640,2683
"52.5070101703049, 13.3444867009474","52.5284267, 13.3720175",5540,1744
"52.5070101703049, 13.3444867009474","52.5209131, 13.3871461",6470,1512
"52.5070101703049, 13.3444867009474","52.5304903, 13.3791152",6097,2078
"52.5070101703049, 13.3444867009474","52.4864896, 13.4217418",9384,2651
"52.5070101703049, 13.3444867009474","52.5215057, 13.4069139",6030,1624
"52.5070101703049, 13.3444867009474","52.5174377, 13.3898033",4832,1302
"52.5070101703049, 13.3444867009474","52.5111669, 13.4430356",12411,2816
"52.5070101703049, 13.3444867009474","52.5076615, 13.454537",12101,2551
"52.5070101703049, 13.3444867009474","52.5121441, 13.3083771",2818,1009
"52.5070101703049, 13.3444867009474","52.5087884, 13.378434",2855,1197
"52.5070101703049, 13.3444867009474","52.5019061, 13.3308361",1387,739
"52.5070101703049, 13.3444867009474","52.5088651, 13.2707514",5526,1499
"52.5070101703049, 13.3444867009474","52.5264743, 13.39691",6436,2189
"52.5070101703049, 13.3444867009474","52.5106807, 13.419484",6426,2354
"52.5070101703049, 13.3444867009474","52.4602228, 13.5056519",16324,3878
"52.5070101703049, 13.3444867009474","52.474199, 13.141735",20836,4854
"52.5070101703049, 13.3444867009474","52.5021802, 13.364582",2236,1087
"52.5070101703049, 13.3444867009474","52.5205791, 13.4089041",6326,1665
"52.5070101703049, 13.3444867009474","52.4986678, 13.3566505",2187,1123
"52.5070101703049, 13.3444867009474","52.520848, 13.4084747",6329,1667
"52.5070101703049, 13.3444867009474","52.49694, 13.4540533",11016,3332
"52.5070101703049, 13.3444867009474","52.4840199, 13.4053429",7077,2657
"52.5070101703049, 13.3444867009474","52.5049039, 13.4431471",10644,2677
"52.5070101703049, 13.3444867009474","52.524042, 13.402083",7779,1752
"52.5070101703049, 13.3444867009474","52.5071871, 13.390676",3829,1140
"52.5070101703049, 13.3444867009474","52.4583565, 13.2889441",9016,2509
"52.5070101703049, 13.3444867009474","52.5112074, 13.4169157",6261,2214
"52.5070101703049, 13.3444867009474","52.440493, 13.3911183",11679,2847
"52.5074959282666, 13.3926809515452","52.5075075, 13.3903737",194,158
"52.5074959282666, 13.3926809515452","52.5542753, 13.3785425",8424,2291
"52.5074959282666, 13.3926809515452","52.5063, 13.3840159",1508,709
"52.5074959282666, 13.3926809515452","52.5206458, 13.2932877",9718,2473
"52.5074959282666, 13.3926809515452","52.5239216, 13.3888786",2591,721
"52.5074959282666, 13.3926809515452","52.5168416, 13.3816742",3184,1024
"52.5074959282666, 13.3926809515452","52.5040556, 13.3379413",4888,1182
"52.5074959282666, 13.3926809515452","52.5090125, 13.3792937",1713,800
"52.5074959282666, 13.3926809515452","52.4983661, 13.3605076",3876,1168
"52.5074959282666, 13.3926809515452","52.5478117, 13.3892456",8031,1710
"52.5074959282666, 13.3926809515452","52.5046782, 13.4490212",5643,1466
"52.5074959282666, 13.3926809515452","52.5136642, 13.4727613",7744,1888
"52.5074959282666, 13.3926809515452","52.5016098, 13.381181",1355,570
"52.5074959282666, 13.3926809515452","52.5214137, 13.4034811",3502,1231
"52.5074959282666, 13.3926809515452","52.5176913, 13.4419715",5666,1678
"52.5074959282666, 13.3926809515452","52.517699, 13.3970326",1948,916
"52.5074959282666, 13.3926809515452","52.5303108, 13.3186121",8030,2460
"52.5074959282666, 13.3926809515452","52.5146378, 13.3905283",869,730
"52.5074959282666, 13.3926809515452","52.5145186, 13.487322",8920,2319
"52.5074959282666, 13.3926809515452","52.5170316, 13.4012274",2052,751
"52.5074959282666, 13.3926809515452","52.5207714, 13.3889021",1908,631
"52.5074959282666, 13.3926809515452","52.5027268, 13.4453492",6031,1780
"52.5074959282666, 13.3926809515452","52.5284267, 13.3720175",4062,1449
"52.5074959282666, 13.3926809515452","52.5209131, 13.3871461",1893,624
"52.5074959282666, 13.3926809515452","52.5304903, 13.3791152",3504,1001
"52.5074959282666, 13.3926809515452","52.4864896, 13.4217418",5576,1809
"52.5074959282666, 13.3926809515452","52.5215057, 13.4069139",3413,1161
"52.5074959282666, 13.3926809515452","52.5174377, 13.3898033",1518,555
"52.5074959282666, 13.3926809515452","52.5111669, 13.4430356",6827,2003
"52.5074959282666, 13.3926809515452","52.5076615, 13.454537",6194,1861
"52.5074959282666, 13.3926809515452","52.5121441, 13.3083771",7937,1663
"52.5074959282666, 13.3926809515452","52.5087884, 13.378434",1669,758
"52.5074959282666, 13.3926809515452","52.5019061, 13.3308361",5600,1477
"52.5074959282666, 13.3926809515452","52.5088651, 13.2707514",10645,2153
"52.5074959282666, 13.3926809515452","52.5264743, 13.39691",3429,1408
"52.5074959282666, 13.3926809515452","52.5106807, 13.419484",2601,1407
"52.5074959282666, 13.3926809515452","52.4602228, 13.5056519",11700,3071
"52.5074959282666, 13.3926809515452","52.474199, 13.141735",30711,5899
"52.5074959282666, 13.3926809515452","52.5021802, 13.364582",2978,1086
"52.5074959282666, 13.3926809515452","52.5205791, 13.4089041",3709,1202
"52.5074959282666, 13.3926809515452","52.4986678, 13.3566505",4923,1496
"52.5074959282666, 13.3926809515452","52.520848, 13.4084747",3712,1204
"52.5074959282666, 13.3926809515452","52.49694, 13.4540533",5856,2167
"52.5074959282666, 13.3926809515452","52.4840199, 13.4053429",4573,1757
"52.5074959282666, 13.3926809515452","52.5049039, 13.4431471",6122,1834
"52.5074959282666, 13.3926809515452","52.524042, 13.402083",3233,1147
"52.5074959282666, 13.3926809515452","52.5071871, 13.390676",226,184
"52.5074959282666, 13.3926809515452","52.4583565, 13.2889441",12677,3162
"52.5074959282666, 13.3926809515452","52.5112074, 13.4169157",2436,1267
"52.5074959282666, 13.3926809515452","52.440493, 13.3911183",8103,1436
"52.505812404343, 13.405502912704","52.5075075, 13.3903737",1394,468
"52.505812404343, 13.405502912704","52.5542753, 13.3785425",7494,1648
"52.505812404343, 13.405502912704","52.5063, 13.3840159",2476,912
"52.505812404343, 13.405502912704","52.5206458, 13.2932877",9930,2819
"52.505812404343, 13.405502912704","52.5239216, 13.3888786",3695,1732
"52.505812404343, 13.405502912704","52.5168416, 13.3816742",4152,1227
"52.505812404343, 13.405502912704","52.5040556, 13.3379413",5855,1385
"52.505812404343, 13.405502912704","52.5090125, 13.3792937",2965,1010
"52.505812404343, 13.405502912704","52.4983661, 13.3605076",4381,1514
"52.505812404343, 13.405502912704","52.5478117, 13.3892456",6583,1328
"52.505812404343, 13.405502912704","52.5046782, 13.4490212",3810,1393
"52.505812404343, 13.405502912704","52.5136642, 13.4727613",7381,1949
"52.505812404343, 13.405502912704","52.5016098, 13.381181",2323,773
"52.505812404343, 13.405502912704","52.5214137, 13.4034811",4246,1378
"52.505812404343, 13.405502912704","52.5176913, 13.4419715",5303,1739
"52.505812404343, 13.405502912704","52.517699, 13.3970326",1784,1499
"52.505812404343, 13.405502912704","52.5303108, 13.3186121",12078,2706
"52.505812404343, 13.405502912704","52.5146378, 13.3905283",2275,1252
"52.505812404343, 13.405502912704","52.5145186, 13.487322",8557,2380
"52.505812404343, 13.405502912704","52.5170316, 13.4012274",1543,1286
"52.505812404343, 13.405502912704","52.5207714, 13.3889021",4822,1387
"52.505812404343, 13.405502912704","52.5027268, 13.4453492",4198,1707
"52.505812404343, 13.405502912704","52.5284267, 13.3720175",6017,1504
"52.505812404343, 13.405502912704","52.5209131, 13.3871461",4690,1291
"52.505812404343, 13.405502912704","52.5304903, 13.3791152",5883,1848
"52.505812404343, 13.405502912704","52.4864896, 13.4217418",3073,984
"52.505812404343, 13.405502912704","52.5215057, 13.4069139",3226,1145
"52.505812404343, 13.405502912704","52.5174377, 13.3898033",2622,1566
"52.505812404343, 13.405502912704","52.5111669, 13.4430356",4527,2257
"52.505812404343, 13.405502912704","52.5076615, 13.454537",4361,1788
"52.505812404343, 13.405502912704","52.5121441, 13.3083771",8443,2009
"52.505812404343, 13.405502912704","52.5087884, 13.378434",2912,968
"52.505812404343, 13.405502912704","52.5019061, 13.3308361",6568,1680
"52.505812404343, 13.405502912704","52.5088651, 13.2707514",11151,2499
"52.505812404343, 13.405502912704","52.5264743, 13.39691",4420,1561
"52.505812404343, 13.405502912704","52.5106807, 13.419484",1671,764
"52.505812404343, 13.405502912704","52.4602228, 13.5056519",10594,2802
"52.505812404343, 13.405502912704","52.474199, 13.141735",31813,5360
"52.505812404343, 13.405502912704","52.5021802, 13.364582",3945,1289
"52.505812404343, 13.405502912704","52.5205791, 13.4089041",3079,1005
"52.505812404343, 13.405502912704","52.4986678, 13.3566505",5651,1786
"52.505812404343, 13.405502912704","52.520848, 13.4084747",3082,1007
"52.505812404343, 13.405502912704","52.49694, 13.4540533",4750,1898
"52.505812404343, 13.405502912704","52.4840199, 13.4053429",4707,1877
"52.505812404343, 13.405502912704","52.5049039, 13.4431471",4289,1761
"52.505812404343, 13.405502912704","52.524042, 13.402083",3851,1104
"52.505812404343, 13.405502912704","52.5071871, 13.390676",1356,440
"52.505812404343, 13.405502912704","52.4583565, 13.2889441",13645,3365
"52.505812404343, 13.405502912704","52.5112074, 13.4169157",1506,624
"52.505812404343, 13.405502912704","52.440493, 13.3911183",9207,2207
"52.5019710631541, 13.3829492827189","52.5075075, 13.3903737",1234,576
"52.5019710631541, 13.3829492827189","52.5542753, 13.3785425",7962,2023
"52.5019710631541, 13.3829492827189","52.5063, 13.3840159",714,602
"52.5019710631541, 13.3829492827189","52.5206458, 13.2932877",11454,2489
"52.5019710631541, 13.3829492827189","52.5239216, 13.3888786",3173,943
"52.5019710631541, 13.3829492827189","52.5168416, 13.3816742",2249,595
"52.5019710631541, 13.3829492827189","52.5040556, 13.3379413",4183,1144
"52.5019710631541, 13.3829492827189","52.5090125, 13.3792937",1368,595
"52.5019710631541, 13.3829492827189","52.4983661, 13.3605076",3205,979
"52.5019710631541, 13.3829492827189","52.5478117, 13.3892456",7096,1281
"52.5019710631541, 13.3829492827189","52.5046782, 13.4490212",5399,1221
"52.5019710631541, 13.3829492827189","52.5136642, 13.4727613",8956,1817
"52.5019710631541, 13.3829492827189","52.5016098, 13.381181",184,154
"52.5019710631541, 13.3829492827189","52.5214137, 13.4034811",4140,1079
"52.5019710631541, 13.3829492827189","52.5176913, 13.4419715",6878,1607
"52.5019710631541, 13.3829492827189","52.517699, 13.3970326",3398,1149
"52.5019710631541, 13.3829492827189","52.5303108, 13.3186121",11848,2894
"52.5019710631541, 13.3829492827189","52.5146378, 13.3905283",2744,1133
"52.5019710631541, 13.3829492827189","52.5145186, 13.487322",10132,2248
"52.5019710631541, 13.3829492827189","52.5170316, 13.4012274",3494,1163
"52.5019710631541, 13.3829492827189","52.5207714, 13.3889021",2918,755
"52.5019710631541, 13.3829492827189","52.5027268, 13.4453492",5787,1535
"52.5019710631541, 13.3829492827189","52.5284267, 13.3720175",4255,1183
"52.5019710631541, 13.3829492827189","52.5209131, 13.3871461",2786,659
"52.5019710631541, 13.3829492827189","52.5304903, 13.3791152",5152,1457
"52.5019710631541, 13.3829492827189","52.4864896, 13.4217418",4396,1307
"52.5019710631541, 13.3829492827189","52.5215057, 13.4069139",4897,1301
"52.5019710631541, 13.3829492827189","52.5174377, 13.3898033",2604,948
"52.5019710631541, 13.3829492827189","52.5111669, 13.4430356",8776,2140
"52.5019710631541, 13.3829492827189","52.5076615, 13.454537",5950,1616
"52.5019710631541, 13.3829492827189","52.5121441, 13.3083771",8629,1781
"52.5019710631541, 13.3829492827189","52.5087884, 13.378434",1305,563
"52.5019710631541, 13.3829492827189","52.5019061, 13.3308361",4895,1439
"52.5019710631541, 13.3829492827189","52.5088651, 13.2707514",9048,1964
"52.5019710631541, 13.3829492827189","52.5264743, 13.39691",4019,1187
"52.5019710631541, 13.3829492827189","52.5106807, 13.419484",4998,1598
"52.5019710631541, 13.3829492827189","52.4602228, 13.5056519",11520,2765
"52.5019710631541, 13.3829492827189","52.474199, 13.141735",27048,4928
"52.5019710631541, 13.3829492827189","52.5021802, 13.364582",2273,1048
"52.5019710631541, 13.3829492827189","52.5205791, 13.4089041",4791,1193
"52.5019710631541, 13.3829492827189","52.4986678, 13.3566505",3094,1172
"52.5019710631541, 13.3829492827189","52.520848, 13.4084747",4794,1195
"52.5019710631541, 13.3829492827189","52.49694, 13.4540533",5580,1900
"52.5019710631541, 13.3829492827189","52.4840199, 13.4053429",3633,1445
"52.5019710631541, 13.3829492827189","52.5049039, 13.4431471",5878,1589
"52.5019710631541, 13.3829492827189","52.524042, 13.402083",4145,1076
"52.5019710631541, 13.3829492827189","52.5071871, 13.390676",1197,548
"52.5019710631541, 13.3829492827189","52.4583565, 13.2889441",10887,2572
"52.5019710631541, 13.3829492827189","52.5112074, 13.4169157",4833,1458
"52.5019710631541, 13.3829492827189","52.440493, 13.3911183",7978,1863
"52.5002883520811, 13.3957699950806","52.5075075, 13.3903737",1154,964
"52.5002883520811, 13.3957699950806","52.5542753, 13.3785425",10542,2605
"52.5002883520811, 13.3957699950806","52.5063, 13.3840159",2075,847
"52.5002883520811, 13.3957699950806","52.5206458, 13.2932877",11467,3112
"52.5002883520811, 13.3957699950806","52.5239216, 13.3888786",3865,1138
"52.5002883520811, 13.3957699950806","52.5168416, 13.3816742",3206,1319
"52.5002883520811, 13.3957699950806","52.5040556, 13.3379413",6310,1938
"52.5002883520811, 13.3957699950806","52.5090125, 13.3792937",2556,932
"52.5002883520811, 13.3957699950806","52.4983661, 13.3605076",3033,1521
"52.5002883520811, 13.3957699950806","52.5478117, 13.3892456",7577,1979
"52.5002883520811, 13.3957699950806","52.5046782, 13.4490212",5120,1344
"52.5002883520811, 13.3957699950806","52.5136642, 13.4727613",9018,2305
"52.5002883520811, 13.3957699950806","52.5016098, 13.381181",2130,919
"52.5002883520811, 13.3957699950806","52.5214137, 13.4034811",4503,1567
"52.5002883520811, 13.3957699950806","52.5176913, 13.4419715",6940,2095
"52.5002883520811, 13.3957699950806","52.517699, 13.3970326",3222,1333
"52.5002883520811, 13.3957699950806","52.5303108, 13.3186121",10205,2997
"52.5002883520811, 13.3957699950806","52.5146378, 13.3905283",2930,1048
"52.5002883520811, 13.3957699950806","52.5145186, 13.487322",10194,2736
"52.5002883520811, 13.3957699950806","52.5170316, 13.4012274",2864,1329
"52.5002883520811, 13.3957699950806","52.5207714, 13.3889021",3183,1048
"52.5002883520811, 13.3957699950806","52.5027268, 13.4453492",5508,1658
"52.5002883520811, 13.3957699950806","52.5284267, 13.3720175",5608,1426
"52.5002883520811, 13.3957699950806","52.5209131, 13.3871461",3168,1041
"52.5002883520811, 13.3957699950806","52.5304903, 13.3791152",4779,1418
"52.5002883520811, 13.3957699950806","52.4864896, 13.4217418",3229,1329
"52.5002883520811, 13.3957699950806","52.5215057, 13.4069139",4153,1710
"52.5002883520811, 13.3957699950806","52.5174377, 13.3898033",2792,972
"52.5002883520811, 13.3957699950806","52.5111669, 13.4430356",5713,2668
